EVENT,FAC,GPE,LOC,NORP,ORG,PERSON,OTHER,SENT,CLASS
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,3,0,0,1,3,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,1,0,0,2,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,1,0,3,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,1,1,0,1,ANTI
0,0,0,0,0,2,5,0,1,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,2,1,1,ANTI
0,0,0,0,0,0,0,2,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,3,0,0,0,3,ANTI
0,0,0,0,3,0,0,1,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,6,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,1,0,1,1,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,1,0,1,0,1,0,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,1,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,2,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,1,0,1,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,1,0,1,0,1,ANTI
0,0,0,0,1,0,1,1,2,ANTI
0,0,0,0,0,1,3,0,2,ANTI
0,0,0,1,0,0,0,1,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
1,0,0,0,1,0,0,2,1,ANTI
0,0,1,1,2,0,1,0,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,0,0,0,0,2,1,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,1,0,1,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,1,3,1,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
1,0,0,0,1,0,0,2,1,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,1,1,0,1,0,2,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,2,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,2,0,0,0,3,ANTI
0,0,2,0,2,1,0,0,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,2,0,0,0,1,ANTI
0,0,0,0,2,1,0,0,1,ANTI
0,0,1,0,0,1,1,1,1,ANTI
0,0,2,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,2,0,0,0,3,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,1,0,0,1,0,1,1,ANTI
0,0,0,0,1,0,0,0,3,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,1,0,1,0,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,3,0,0,1,0,1,1,ANTI
0,0,0,0,0,0,0,1,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,2,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,1,ANTI
0,0,1,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,3,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,3,0,0,0,0,1,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,2,0,0,0,1,1,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,2,0,0,0,1,ANTI
0,0,0,0,1,1,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,3,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,0,0,0,0,2,ANTI
0,0,1,0,2,0,1,1,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,2,2,ANTI
0,0,0,0,2,0,0,0,1,ANTI
0,0,1,0,1,0,0,0,2,ANTI
0,0,0,0,1,0,0,1,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,2,0,0,0,0,0,1,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,2,0,0,3,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,1,0,0,1,1,1,1,ANTI
0,0,1,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,1,0,1,1,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
1,0,3,0,1,1,0,3,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,2,5,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,1,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,3,0,0,0,0,1,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,1,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,2,0,0,1,1,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,2,0,0,1,3,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,0,1,1,0,1,ANTI
0,0,0,0,1,0,1,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,1,2,0,1,1,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,1,ANTI
0,0,1,0,0,2,2,0,1,ANTI
0,0,0,0,3,0,2,2,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,0,1,3,1,1,ANTI
0,0,0,0,1,0,0,2,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,2,1,0,0,1,ANTI
0,0,1,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,3,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,2,0,1,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,3,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,1,0,0,1,1,0,1,ANTI
0,1,0,0,0,1,2,0,1,ANTI
0,0,0,0,1,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,3,0,1,0,0,0,1,ANTI
0,0,0,0,4,1,2,0,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,0,0,1,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,0,0,1,1,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,2,0,0,1,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,1,0,1,0,1,ANTI
0,0,0,0,2,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,6,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,3,0,0,0,0,2,1,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,1,0,1,0,0,2,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,2,0,3,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,3,0,0,0,1,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,1,0,1,0,1,0,2,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,1,1,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,1,0,2,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,1,0,1,0,2,1,1,ANTI
0,0,0,0,0,1,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,1,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,3,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,1,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,2,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,2,0,0,0,0,0,1,ANTI
0,0,0,0,1,0,0,1,2,ANTI
0,0,0,0,3,0,1,1,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,2,0,0,0,1,ANTI
0,0,1,0,2,1,0,1,1,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,2,0,0,0,1,1,1,ANTI
0,0,0,0,1,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,1,ANTI
0,0,0,0,0,2,0,0,1,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,2,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,1,0,0,0,0,2,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,1,0,1,0,0,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,2,2,ANTI
0,0,0,0,0,0,1,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,1,0,0,0,1,2,0,1,ANTI
0,0,2,0,1,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,1,0,2,0,0,0,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,0,1,0,0,0,0,1,ANTI
0,0,0,0,0,0,1,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,2,5,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,1,0,0,1,1,ANTI
0,0,0,0,0,0,2,0,1,ANTI
0,0,1,0,2,1,0,1,1,ANTI
0,0,0,0,5,1,1,0,1,ANTI
0,0,0,0,1,0,1,0,1,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,3,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,2,1,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,2,2,ANTI
0,0,0,0,0,0,1,0,1,ANTI
0,0,1,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,1,0,0,0,2,ANTI
0,0,1,0,0,0,1,0,1,ANTI
0,0,0,0,0,0,0,1,2,ANTI
0,0,0,0,0,0,0,0,1,ANTI
0,0,3,0,0,0,0,0,1,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
0,0,0,0,0,0,0,0,2,ANTI
1,0,3,0,1,1,0,3,1,ANTI
